,Rent,House ID,Square meters house,Number of Bedrooms,Location,Description,rent_per_sqrmeter
4536,550,218534094,102,2,Exarchia - Neapoli (Athens)," 23/11/2020 - The apartment is on the 7th floor, has 2 bedrooms, one bathroom, one wc, a small inhouse warehous ...                        ",5.392156863
4537,700,2110482346,93,2,Koukaki - Pediki Chara (Koukaki - Makrygianni), 18/12/2020 -  ,7.52688172
4538,320,2110408848,35,0,Neos Kosmos (Athens), 12/11/2020 -  ,9.142857143
4539,450,219910950,35,0,Kolonaki (Kolonaki - Lykavittos)," 8/12/2020 - KOLONAKI, Apartment 35 sq.m., ground floor, year of construction 1970, excellent condition, price ...                        ",12.85714286
4540,450,219579882,55,3,Ano Petralona (Athens)," 20/11/2020 - ANO PETRALONA, Flat 55 sq.m., 4th floor, luxurious, at residential area, year of construction 197 ...                        ",8.181818182
4541,460,214033041,75,2,Ampelokipoi (Athens)," 20/10/2020 - ,                        ",6.133333333
4542,500,2110567028,48,1,Ampelokipoi (Athens), 20/12/2020 -  ,10.41666667
4543,1310,2110447501,110,2,Ampelokipoi (Athens), 24/12/2020 -  ,11.90909091
4544,800,2110275330,95,1,Plateia Mavili (Athens), 2/10/2020 -  ,8.421052632
4545,900,218541762,134,2,Ampelokipoi (Athens), 6/7/2020 -  ,6.71641791
4546,550,2110377442,98,2,Votanikos (Athens)," 23/12/2020 - 1st floor, frontage, 2 bedrooms, large reception area. Completely renovated, in a very good locat ...                        ",5.612244898
4547,850,2110308339,125,0,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 20/12/2020 -  ,6.8
4548,400,219028614,75,2,Kato Patisia (Athens), 20/10/2020 -  ,5.333333333
4549,600,21745724,68,1,Kipseli (Athens)," 9/8/2020 - A fully furnished and equipped 2nd floor flat, 68 sq. meters, 1 bedroom, 1 bath, small balcony. l ...                        ",8.823529412
4550,2200,2110443837,155,4,Likavittos (Kolonaki - Lykavittos)," 13/11/2020 - For Rent Froor apartment, Athens, Lycabitos, 155 sq.m., 1 Levels, 1rst Floor, 4 Bedrooms, 2 Bathr ...                        ",14.19354839
4551,2500,2110370836,214,3,Pagkrati Center (Athens), 29/10/2020 -  ,11.68224299
4552,350,2110146208,52,1,Pagkrati Center (Athens), 24/11/2020 -  ,6.730769231
4553,900,219893614,133,0,Kentro (Athens)," 6/10/2020 - Athens, Plateia Mavili, Apartment For Rent, 133 sq.m., Floor: 2nd, Building Year: 1960, Price: 90 ...                        ",6.766917293
4554,400,217082407,50,2,Kentro (Athens)," 6/8/2020 - Apartment 49.5 sqm newly renovated. Has 2 bedrooms 1 bedrooms and Office, kitchenette and bathroo ...                        ",8
4555,1200,214817495,114,2,Likavittos (Kolonaki - Lykavittos),  ,10.52631579
4556,400,2110352232,45,1,Kolonaki (Kolonaki - Lykavittos)," 26/11/2020 - A, N/A 45 sq.m., sub-basement basement, year of construction 1970, n/a, 1 b/r, bathroom, front fa ...                        ",8.888888889
4557,350,2110317480,38,1,Kolonaki (Kolonaki - Lykavittos), 19/12/2020 -  ,9.210526316
4558,800,218138873,122,2,Kato Patisia (Athens)," 24/9/2020 - For Rent Apartment, Athens, Kato Patisia, 122 sq.m., 4th Floor, 2 Bedrooms, 1 Bathrooms, 1 WC, 1  ...                        ",6.557377049
4559,900,2110573001,97,1,Neapoli Exarcheion (Athens), 22/12/2020 -  ,9.278350515
4560,1100,2110299211,120,1,Rigilis (Kolonaki - Lykavittos), 21/12/2020 - ANAKTORA RIGILLIS 125SQ.M LOFT APARTMENT WITH A BACK GARDEN AS WELL OFFERED FURNISHED.PRIVATE ENT ...                        ,9.166666667
4561,400,2110128713,35,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 23/12/2020 - New studio, an open space and bathroom, fully furnished, air conditioning, Internet, without util ...                        ",11.42857143
4562,1500,219237884,135,2,Kolonaki (Kolonaki - Lykavittos)," Kolonaki (In a very good location) Fifth floor penthouse of 135sqm, 2 bedrooms, maids room or lau ...                        ",11.11111111
4563,850,216068386,45,1,Mets (Athens)," A really cozy furnished aparment  in Mets, in one of the most beautiful neighborhoods of Athens.  ...                        ",18.88888889
4564,500,2110517434,45,1,Monastiraki (Athens), 5/12/2020 -  ,11.11111111
4565,600,2110403260,70,2,Neapoli Exarcheion (Athens), 23/12/2020 -  ,8.571428571
4566,550,2110377443,92,2,Votanikos (Athens)," 23/12/2020 - 2nd floor, frontage, 2 bedrooms, large reception area. Fully renovated, in a good location near t ...                        ",5.97826087
4567,350,2110108941,45,1,Girokomeio (Athens)," 11/11/2020 - AMPELOKIPI, GIROKOMEIO, SEMI-BASEMENT, PARTLY FURNISHED APARTMENT of 45 sq.m. IN EXCELLENT LOCATI ...                        ",7.777777778
4568,350,219969544,47,1,Mouseio (Athens), 22/7/2020 -  ,7.446808511
4569,1000,218952652,58,1,Mets (Athens)," Located in the beautiful neighborhood of Mets, this furnished apartment has been fully renovated  ...                        ",17.24137931
4570,200,2110494624,27,1,Kolonos - Kolokynthous (Athens - Center)," 29/11/2020 - ATHENS, Studio, 27 sq.m, year built 1986, 1 rooms, 2nd,  Various Characteristics: availavble, bri ...                        ",7.407407407
4571,2100,2110451191,226,3,Kentro (Athens)," 16/11/2020 - Athens, Lofos Strefi, Detached house For Sale, 226 sq.m., In Plot 150 sq.m., Property Status: Ver ...                        ",9.292035398
4572,320,2110408959,31,1,Pagkrati (Athens)," 5/11/2020 - PANKRATI, Apartment, 31 sq.m, year built 1980, renovated in 2017, 1 rooms, Basement,  Various Cha ...                        ",10.32258065
4573,500,2110349922,79,1,Ampelokipoi (Athens), 17/11/2020 -  ,6.329113924
4574,800,217684963,35,1,Kolonaki (Kolonaki - Lykavittos)," Studio fully renovated, penthouse with a really very nice veranda, equipped to meet the requireme ...                        ",22.85714286
4575,1450,2110564053,108,3,Rigilis (Kolonaki - Lykavittos)," 23/12/2020 - The property is a ground floor apartment of 107.6 m² on a four-storey apartment building, located ...                        ",13.42592593
4576,350,2110468703,61,1,Platia Attikis (Athens), 20/11/2020 -  ,5.737704918
4577,700,2110361273,120,2,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 23/10/2020 -  ,5.833333333
4578,750,2110282087,127,3,Varnava (Athens)," 11/11/2020 - PANGRATI, VARNAVA - WELL-MAINTAINED APARTMENT of 127 sq.m. 4th FLOOR, 3 BEDROOMS - IN EXCELLENT L ...                        ",5.905511811
4579,1200,219639832,30,0,Kolonaki (Kolonaki - Lykavittos), 27/4/2020 -  ,40
4580,13500,216993630,1000,10,Platia Kanigos (Athens)," Modern building, of 1000 m², with fan coil heating system, ventilation, alarm system, fire safety ...                        ",13.5
4581,1300,214250304,110,2,Kolonaki (Kolonaki - Lykavittos)," 22/12/2020 - Kolonaki, Ipsilandou str., 115 sq.m. furnished apartment on the 5th floor. Excellent, newly renov ...                        ",11.81818182
4582,480,2110449163,78,2,Platia Kipselis (Athens), 22/12/2020 -  ,6.153846154
4583,450,2110377447,62,1,Exarcheia (Athens)," 23/12/2020 - Raised ground floor, renovated, in excellent condition, 2 bedrooms, bright, high ceiling, in the  ...                        ",7.258064516
4584,550,2110308615,91,2,Platia Kipselis (Athens), 24/12/2020 -  ,6.043956044
4585,340,2110307274,50,1,Lofos Finopoulou (Athens), 22/12/2020 -  ,6.8
4586,800,219347162,102,1,Pagkrati (Athens)," 6/10/2020 - Athens, Pagrati, Apartment For Rent, 102 sq.m., Floor: 4th, Building Year: 1974, Price: 800€. KEL ...                        ",7.843137255
4587,1400,212573755,82,2,Kolonaki - Lykavittos (Athens - Center), 19/6/2020 -  ,17.07317073
4588,380,2110556253,69,2,Kentro (Athens)," 22/12/2020 - For Rent Apartment, Athens  69sq.m ,Ground floor ,   1972 built year ,  features:  Bright   ,.(RE ...                        ",5.507246377
4589,500,2110397461,72,1,Pagkrati (Athens)," 2/11/2020 - PANKRATI, Apartment, 72 sq.m, year built 1980, 1 rooms, 4th,  Various Characteristics: balcony, b ...                        ",6.944444444
4590,330,2110075248,34,1,Hilton (Athens), 22/9/2020 -  ,9.705882353
4591,950,219807905,72,1,Kallimarmaro (Athens)," 11/6/2020 - Apartment on the 3rd floor in Kallimarmaro, fully and luxuriously renovated with materials of the ...                        ",13.19444444
4592,400,219725754,47,1,Ampelokipoi (Athens)," 6/10/2020 - Athens, Ampelokipoi For Sale, 1 sq.m., Price: 1€. KELLER WILLIAMS ATHENS CENTER, Tel: 2110131911, ...                        ",8.510638298
4593,550,219434427,82,2,Athens Medical School (Athens)," 24/10/2020 - FOR RENT. TWO BEDROMS FALAT, FULLY FURNITURED WITH ELECTRICAL APPLIANCES. CLOSE TO LAIKO HOSPTAL, ...                        ",6.707317073
4594,340,2110543285,57,1,Plateia Amerikis (Athens), 21/12/2020 -  ,5.964912281
4595,280,2110347083,25,0,Nea Kipseli (Athens)," 22/12/2020 - KYPSELI, Ano, refurbished apartment studio apartment 25 sq.m., ground floor, security door, kitch ...                        ",11.2
4596,400,2110486471,42,2,Agios Thomas (Athens), 19/12/2020 -  ,9.523809524
4597,350,2110430045,32,1,Neos Kosmos (Athens), 24/12/2020 -  ,10.9375
4598,500,2110184699,76,2,Plateia Koliatsou (Athens), 14/12/2020 -  ,6.578947368
4599,580,219694674,50,1,Plateia Vathis (Athens), 17/11/2020 -  ,11.6
4600,490,219690861,50,2,Goudi (Athens), 9/7/2020 -  ,9.8
4601,450,2110120667,70,2,Agios Nikolaos (Athens), 6/10/2020 -  ,6.428571429
4602,290,2110556779,30,1,Hilton (Athens), 24/12/2020 -  ,9.666666667
4603,430,2110500677,77,3,Kipseli (Athens)," 1/12/2020 - ATHENS, Apartment, 77 sq.m, year built 1970, 3 rooms, 1st,  Various Characteristics: antiseismic, ...                        ",5.584415584
4604,600,219724565,100,3,Kato Patisia (Athens)," 24/9/2020 - For Rent Apartment, Athens, Kato Patisia, 100 sq.m., 4th Floor, 3 Bedrooms, 1 Bathrooms, 1 WC, 1  ...                        ",6
4605,650,219421605,120,3,Plateia Amerikis (Athens), 6/8/2020 -  ,5.416666667
4606,700,219151312,130,3,Ag. Meletiou - Viktorias Sq. - Marni (Athens),  ,5.384615385
4607,1900,2110297985,160,2,Rigilis (Kolonaki - Lykavittos)," 21/12/2020 - CLOSE TO THE PRESIDENTIAL PALACE IN A PRESTIGE  BUILDING,160SQ.M APARTMENT,CONTAINS OF 5 ROOMS PL ...                        ",11.875
4608,350,2110474633,46,1,Platia Attikis (Athens), 23/11/2020 -  ,7.608695652
4609,450,2110468723,76,2,Platia Attikis (Athens), 20/11/2020 -  ,5.921052632
4610,1000,2110467707,70,1,Pedion Areos (Athens)," 20/11/2020 - Athens, Pedion Areos, Maisonette For Rent, 70 sq.m., Floor: 6th, 1 Bedrooms Building Year: 2020,  ...                        ",14.28571429
4611,800,2110459601,103,3,Gkyzi - Arios Pagos (Athens)," 9/12/2020 - This asset is a two-floor maisonette (5th and 6th floor) of 80 sq.m., at 2 Aksiou and Dimoulitsas ...                        ",7.766990291
4612,450,219627239,82,2,Kato Patisia (Athens), 22/12/2020 -  ,5.487804878
4613,900,219415959,84,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 22/12/2020 - For Rent Apartment, Athens, Koukaki, 84 sq.m., 3rd Floor, 3 Rooms, 2 Bedrooms, 1 Bathrooms, 1 Κit ...                        ",10.71428571
4614,1500,215869618,120,2,Pagkrati (Athens)," 18/2/2020 - A beutiful apartment of 120m2, ground floor, bright and airy, built in 1982 and in perfect condit ...                        ",12.5
4615,350,2110404762,53,1,Attiki (Athens), 3/11/2020 -  ,6.603773585
4616,600,2110296503,53,1,Pagkrati (Athens), 8/10/2020 -  ,11.32075472
4617,600,2110234229,53,1,Pagkrati (Athens), 29/9/2020 -  ,11.32075472
4618,530,2110430839,88,2,Panormou (Athens), 9/12/2020 -  ,6.022727273
4619,380,2110427179,50,1,Kipseli (Athens)," 19/12/2020 - For Rent Apartment, Athens, Kypseli, 50 sq.m., 1 Levels, Ground floor Floor, 1 Bedrooms, 1 Bathro ...                        ",7.6
4620,320,2110173164,33,1,Patision - Acharnon (Athens), 20/11/2020 -  ,9.696969697
4621,1300,219820294,105,2,Akropoli (Athens), 1/9/2020 -  ,12.38095238
4622,430,2110545789,57,1,Pagkrati (Athens)," 15/12/2020 - PANKRATI, Apartment, 57 sq.m, year built 1970, 1 rooms, Ground Floor, Elevated,  Various Characte ...                        ",7.543859649
4623,250,2110393190,35,1,Kipseli (Athens), 31/10/2020 -  ,7.142857143
4624,530,2110543316,100,2,Pagkrati (Athens)," 14/12/2020 - PANKRATI, Apartment, 100 sq.m, year built 1973, 2 rooms, 4th,  Various Characteristics: availavbl ...                        ",5.3
4625,650,219440048,63,1,Ilisia (Athens)," 17/6/2020 - A, N/A 63 sq.m., furnished, 4th floor, year of construction 1980, anakainismeno, 1 b/r, living ro ...                        ",10.31746032
4626,600,2110202297,102,3,Pedion Areos (Athens), 18/9/2020 -  ,5.882352941
4627,300,2110173122,50,1,Platia Attikis (Athens), 24/12/2020 -  ,6
4628,1500,215889830,80,1,Akropoli (Athens),  ,18.75
4629,350,2110542560,64,2,Kato Patisia (Athens), 13/12/2020 -  ,5.46875
4630,400,2110128714,25,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 23/12/2020 - New studio, an open space and bathroom, fully furnished, air conditioning, Internet, without util ...                        ",16
4631,690,219867296,147,3,Exarcheia (Athens)," 22/12/2020 - EXARCHIA (MUSEUM): RENOVATED APARTMENT OF 147 s.m., 1ST FLOOR,CORNER, FROM END TO END ,ON THE  FA ...                        ",4.693877551
4632,1200,214228655,65,1,Kolonaki - Lykavittos (Athens - Center)," 11/12/2020 - Kolonaki, Anagnostopoulou str.,  65 sq.m, loft apartment, 5th floor, 1 bedroom, 1 bathroom, built ...                        ",18.46153846
4633,700,219920037,81,2,Neapoli Exarcheion (Athens), 10/7/2020 -  ,8.641975309
4634,370,2110524724,45,1,Exarcheia (Athens)," 22/12/2020 - Furnished (Fully),Bedrooms (1),Floor (4th),Construction Status (Very Good),Renovation Year (2020) ...                        ",8.222222222
4635,2200,218491843,143,3,Likavittos (Kolonaki - Lykavittos)," Kolonaki, Lycabettus, apartment 143sqm, 3 bedrooms, two bathrooms, attic, independent heating, ai ...                        ",15.38461538
4636,580,2110557857,113,2,Poligono (Athens), 17/12/2020 -  ,5.132743363
4637,380,218103018,60,1,Kato Patisia (Athens)," 24/9/2020 - For Rent Apartment, Athens, Kato Patisia, 60 sq.m., 4th Floor, 1 Bedrooms, 1 Bathrooms, 1 Κitchen ...                        ",6.333333333
4638,390,2110492661,48,1,Patisia (Athens), 1/12/2020 -  ,8.125
4639,320,2110347130,47,1,Ano Kipseli - Evelpidon (Athens)," 22/12/2020 - KYPSELI, Ano, refurbished apartment 47 sq.m., raised ground floor, central heating, security door ...                        ",6.808510638
4640,630,2110160331,60,2,Pedion Areos (Athens), 12/9/2020 -  ,10.5
4641,750,2110094682,75,2,Makrigianni (Koukaki - Makrygianni), 9/12/2020 -  ,10
4642,2300,219997472,200,2,Kolonaki (Kolonaki - Lykavittos), 28/7/2020 -  ,11.5
4643,520,219786826,50,1,Koukaki - Pediki Chara (Koukaki - Makrygianni), 5/6/2020 -  ,10.4
4644,900,219786564,117,2,Hilton (Athens), 7/10/2020 -  ,7.692307692
4645,550,2110447517,78,1,Likavittos (Kolonaki - Lykavittos), 23/12/2020 -  ,7.051282051
4646,400,2110321371,80,2,Ano Kipseli - Evelpidon (Athens), 18/12/2020 -  ,5
4647,550,2110270110,80,2,Goudi (Athens)," 1/10/2020 - Athens, Goudi, Apartment For Rent, 80 sq.m., Floor: 2nd, 2 Bedrooms 1 Kitchen(s), 1 Bathroom(s),  ...                        ",6.875
4648,415,219947625,50,1,Attiki (Athens), 11/8/2020 -  ,8.3
4649,700,218185918,70,2,Agios Artemios (Athens),  ,10
4650,900,2110577415,100,2,Makrigianni (Koukaki - Makrygianni), 23/12/2020 -  ,9
4651,650,2110492260,97,5,Panormou (Athens), 30/11/2020 -  ,6.701030928
4652,270,2110460680,32,1,Ilisia (Athens)," 16/12/2020 - ILISIA, Apartment, 32 sq.m, year built 1990, 1 rooms, 2nd,  Various Characteristics: balcony, bri ...                        ",8.4375
4653,330,2110109322,38,1,Neos Kosmos (Athens)," 21/12/2020 - ATHINA, Studio, 38 sq.m, year built 1980, 1 rooms, Mezzanine,  Various Characteristics: Bath, Fur ...                        ",8.684210526
4654,55000,218874450,46,1,Kolonaki (Kolonaki - Lykavittos)," Athens, Kolonaki, Floor Apartment For Rent, 46 sq.m., Property Status: Good, Floor: Ground floor, ...                        ",1195.652174
4655,280,2110427178,50,1,Kipseli (Athens)," 19/12/2020 - For Rent Apartment, Athens, Kypseli, 50 sq.m., 3rd Floor, 1 Bedrooms, 1 Bathrooms, 1 Κitchen/s, D ...                        ",5.6
4656,750,2110191743,72,2,Fix (Koukaki - Makrygianni), 17/9/2020 -  ,10.41666667
4657,1200,219947218,90,2,Historic Center (Athens)," 26/8/2020 - For Rent Apartment, Athens ,Istoriko Centro 90sq.m ,5th ,   1 level/s ,2 Bedroom/s ,1 bath/s , 1  ...                        ",13.33333333
4658,580,2110346002,90,2,Gizi - Pedion Areos (Athens)," 23/12/2020 - Property Code: 2-21 - Exclusivity FOR RENT  2 Bedrooms,  Apartment of total surface 90 sq.m, on t ...                        ",6.444444444
4659,280,2110058938,48,1,Platia Attikis (Athens), 17/12/2020 - ATTIKIS SQUARE - 2nd FLOOR APARTMENT of 48 sq.m. 1 Bedroom  Just 5 from Railway Station ATTIKI    ...                        ,5.833333333
4660,1000,219801387,120,3,Petralona (Athens), 29/10/2020 -  ,8.333333333
4661,700,219516457,69,0,Patision - Acharnon (Athens)," 17/11/2020 - Athens, Leof. Acharnon, Apartment For Rent, 69 sq.m., In Plot {ΣΕ_ΟΙΚΟΠΕΔΟΠΟΙΏ_ΑΚΙΝΗΤΟΥ} sq.m., P ...                        ",10.14492754
4662,1050,2110485675,65,1,Kolonaki (Kolonaki - Lykavittos)," 9/12/2020 - Take a look at this fully furnished nice apartment (65 m2) located in Kolonaki, Athens Center. A  ...                        ",16.15384615
4663,400,2110116403,80,2,Kipseli (Athens)," 8/12/2020 - KYPSELI, Apartment 80 sq.m., 3rd floor, year of construction 1956, good condition, 2 b/r, bathroo ...                        ",5
4664,2300,219149450,200,2,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 -  ,11.5
4665,430,2110485611,92,2,Agios Artemios (Athens), 1/12/2020 -  ,4.673913043
4666,380,2110308781,45,1,Kolonaki - Lykavittos (Athens - Center)," 11/10/2020 - KOLONAKI, Apartment, 45 sq.m, year built 1960, renovated in 2017, 1 rooms, Basement,  Various Cha ...                        ",8.444444444
4667,600,219391420,122,3,Fokionos Negri (Athens), 25/1/2020 -  ,4.918032787
4668,1250,215522218,90,1,Kolonaki (Kolonaki - Lykavittos), 11/6/2020 - A fully furnished and equipped apartment in the area of Kolonaki. It is located in the most fashi ...                        ,13.88888889
4669,470,2110113625,50,1,Goudi (Athens)," 9/9/2020 - A, N/A 50 sq.m., furnished, year of construction 1975, 1 b/r, bathroom, double-sided, front facin ...                        ",9.4
4670,1700,219783233,110,2,Kolonaki (Kolonaki - Lykavittos)," 17/6/2020 - A, N/A 110 sq.m., 1st floor, year of construction 1954, 2 b/r, living room, bathroom, 1 WC, kitch ...                        ",15.45454545
4671,1700,219180838,92,2,Plaka (Athens)," 1/11/2020 - renovated, safety door                        ",18.47826087
4672,600,219128388,92,2,Varnava (Athens), 14/7/2020 -  ,6.52173913
4673,300,2110567689,37,1,Plateia Koliatsou (Athens), 19/12/2020 -  ,8.108108108
4674,550,2110322249,73,2,Pagkrati (Athens)," 2/11/2020 - PANKRATI, Apartment, 73 sq.m, year built 1977, 2 rooms, 1st,  Various Characteristics: availavble ...                        ",7.534246575
4675,700,219938674,55,0,Koukaki - Makrygianni (Athens - Center), 23/12/2020 - Great and modern furnished 2nd floor apartment. Surface living area of 55sqm. Renovated in 2019.  ...                        ,12.72727273
4676,900,2110577997,94,3,Gkyzi - Arios Pagos (Athens), 23/12/2020 -  ,9.574468085
4677,1000,2110414738,169,5,Hilton (Athens), 10/11/2020 -  ,5.917159763
4678,1200,2110377382,112,2,Kolonaki (Kolonaki - Lykavittos)," 27/10/2020 - A, N/A 112 sq.m., 2nd floor, year of construction 1965, n/a, 2 b/r, living room, bathroom, kitche ...                        ",10.71428571
4679,450,2110294386,54,1,Fix (Koukaki - Makrygianni), 19/12/2020 -  ,8.333333333
4680,780,219979855,96,3,Agios Artemios (Athens), 24/7/2020 -  ,8.125
4681,480,219798955,52,2,Center (Athens), 4/11/2020 -  ,9.230769231
4682,2000,218973776,150,2,Pagkrati (Athens)," A, N/A 150 sq.m., 4th floor, year of construction 1976, 2 b/r, living room, bathroom, 1 WC, kitch ...                        ",13.33333333
4683,21000,218467478,2282,35,Ag. Meletiou - Viktorias Sq. - Marni (Athens),  ,9.202453988
4684,1100,219645878,70,1,Akropoli (Athens), 12/6/2020 -  ,15.71428571
4685,3800,219106579,307,6,Mets (Athens)," 22/6/2020 - ΜΕΤΖ  Outstanding location, detached house with rare sight of Akropolis and its slopes, Olympian  ...                        ",12.37785016
4686,470,2110099068,50,0,Goudi (Athens)," 9/9/2020 - A, N/A 50 sq.m., furnished, 1st floor, year of construction 1975, bathroom, kitchen, double-sided ...                        ",9.4
4687,480,#,60,1,Fokionos Negri (Athens)," 3/10/2020 - 62 sqm, 1 floor, equipped with alarm. Bright and airy. All rooms with window or balconies. The li ...                        ",8
4688,330,2110503662,50,1,Kipseli (Athens)," 3/12/2020 - KYPSELI, Apartment, 50 sq.m, year built 1972, 1 rooms, 3rd,  Various Characteristics: availavble, ...                        ",6.6
4689,380,2110474669,61,1,Platia Attikis (Athens), 23/11/2020 -  ,6.229508197
4690,600,#,60,2,Exarcheia (Athens), 12/10/2020 - Centrally located at the pedestrian road Kiafas in the heard of Athens. 5 minutes from metro stat ...                        ,10
4691,450,2110044122,56,2,Agios Ioannis (Athens), 20/8/2020 -  ,8.035714286
4692,1200,219909284,90,1,Kolonaki (Kolonaki - Lykavittos)," 8/7/2020 - Kolonaki – Sintagma, Athens. Apartment 90 sqm, 4rd floor, spacious living room, dining room, kitc ...                        ",13.33333333
4693,3600,219384019,103,2,Kolonaki (Kolonaki - Lykavittos)," 23/1/2020 - Newly Built, Luxury, Unique Apartment in Kolonaki, Athens Fully and Elegantly Furnished and Equip ...                        ",34.95145631
4694,410,219327048,60,1,Pedion Areos (Athens), 16/10/2020 -  ,6.833333333
4695,1000,212573571,65,1,Kolonaki - Lykavittos (Athens - Center), 19/6/2020 -  ,15.38461538
4696,450,2110093967,55,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 23/12/2020 -  ,8.181818182
4697,550,219877141,50,1,Pagkrati (Athens)," 24/9/2020 - For Rent Apartment, Athens, Pagrati, 50 sq.m., 1rst Floor, 1 Bedrooms, 1 Bathrooms, 1 Κitchen/s,  ...                        ",11
4698,900,219793201,95,2,Gkazi (Athens), 29/9/2020 -  ,9.473684211
4699,1100,219031709,67,1,A Nekrotfeio (Athens), 29/1/2020 -  ,16.41791045
4700,1000,212573609,65,1,Kolonaki - Lykavittos (Athens - Center), 19/6/2020 -  ,15.38461538
4701,1000,219478587,55,1,Kallimarmaro (Athens), 11/11/2020 -  ,18.18181818
4702,550,219764107,90,2,Platia Kipselis (Athens), 1/6/2020 -  ,6.111111111
4703,1300,2110380165,90,1,Plaka (Athens)," 19/12/2020 - DUPLEX 90 sq.m. 2nd FLOOR IN PLAKA, AT THE ROAD LYSIKRATOUS. IT IS CONSISTED OF: 1 BEDROOM, LIVIN ...                        ",14.44444444
4704,650,219701173,110,1,Fokionos Negri (Athens), 26/5/2020 -  ,5.909090909
4705,600,219437955,100,3,Sepolia (Athens)," 24/9/2020 - For Rent Froor apartment, Athens, Sepolia, 100 sq.m., Ground floor Floor, 3 Bedrooms, 1 Bathrooms ...                        ",6
4706,1150,2110296403,100,2,Varnava (Athens)," 8/12/2020 - Newly built penthouse maisonette of 100 sq.m, 5th and 6th floor, with private roof garden and sup ...                        ",11.5
4707,850,219841257,115,2,Gizi - Pedion Areos (Athens), 24/12/2020 -  ,7.391304348
4708,780,#,95,2,Agios Eleftherios (Athens), 20/10/2020 -  ,8.210526316
4709,550,2110370151,65,1,Ano Petralona (Athens), 14/12/2020 -  ,8.461538462
4710,530,2110288898,67,1,Pagkrati (Athens)," 6/10/2020 - PANKRATI, Apartment, 67 sq.m, year built 1973, 1 rooms, 2nd,  Various Characteristics: built in c ...                        ",7.910447761
4711,750,219056516,130,3,Exarcheia (Athens), 19/10/2020 -  ,5.769230769
4712,450,2110563924,70,1,Pedion Areos (Athens)," 23/12/2020 - Athens, Gyzi-Pedion Areos, Penthouse For Rent, 70 sq.m., Property Status: Good, Floor: 3rd, 1 Bed ...                        ",6.428571429
4713,400,2110543371,90,2,Pagkrati (Athens)," 22/12/2020 - PANKRATI, Apartment, 90 sq.m, year built 1973, 2 rooms, 1st,  Various Characteristics: availavble ...                        ",4.444444444
4714,500,2110492505,100,21,Pedion Areos (Athens)," 18/12/2020 - Athens, Gyzi-Pedion Areos, Apartment For Rent, 100 sq.m., Property Status: Good, Floor: 3rd, 21 B ...                        ",5
4715,370,2110308796,47,1,Kolonaki - Lykavittos (Athens - Center)," 11/10/2020 - KOLONAKI, Studio, 47 sq.m, year built 1960, renovated in 2018, 1 rooms, Basement,  Various Charac ...                        ",7.872340426
4716,1700,219797248,118,2,Kato Ilisia (Athens)," 23/12/2020 - Unique, furnished and renovated floor penthouse apartment of 118 sq.m, 6th floor, with panoramic  ...                        ",14.40677966
4717,550,2110474607,67,1,Ilisia (Athens)," 1/12/2020 - This beautiful apartment is located very close to the Concert Hall, on Kerasountos Street. Bright ...                        ",8.208955224
4718,650,219892443,92,3,Platia Gkizi (Athens), 19/11/2020 -  ,7.065217391
4719,1200,219479300,127,3,Kolonaki (Kolonaki - Lykavittos), 10/11/2020 - A very sunny apartment with large living space which comes off to a very large verandah with a vi ...                        ,9.448818898
4720,300,2110311928,35,1,Pagkrati (Athens)," 12/10/2020 - PANKRATI, Studio, 35 sq.m, year built 1970, 1 rooms, Ground Floor,  Various Characteristics: avai ...                        ",8.571428571
4721,800,219536909,69,2,Agios Panteleimonas (Athens), 23/12/2020 -  ,11.5942029
4722,1100,219223184,90,2,Filopapou (Athens), 23/12/2020 -  ,12.22222222
4723,600,2110544371,105,3,Patisia (Athens)," 23/12/2020 - Athens, Patisia, Floor Apartment For Rent, 105 sq.m., Property Status: Refurbished, Floor: 3rd, 3 ...                        ",5.714285714
4724,480,219690859,52,1,Ampelokipoi (Athens), 9/7/2020 -  ,9.230769231
4725,2000,218010583,220,3,Kolonaki (Kolonaki - Lykavittos), 18/2/2020 -  ,9.090909091
4726,370,2110570482,33,1,Platia Gkizi (Athens), 24/12/2020 -  ,11.21212121
4727,1850,#,147,3,Kipriadou - Ano Patisia (Athens)," 18/8/2020 - Located in Athens, Tower View offers a terrace. Free Wi-Fi is provided. The apartment is 3.6 km a ...                        ",12.58503401
4728,600,#,60,2,Kinosargous (Athens)," 19/7/2020 - ATHENS NEOS KOSMOS NEXT TO METRO SIGROU/FIX, 5TH FLOOR APARTMENT apartment 60 sq.m., 5th, corner, ...                        ",10
4729,950,219101680,60,1,Kolonaki (Kolonaki - Lykavittos), 6/8/2020 -  ,15.83333333
4730,1200,219066113,100,2,Kolonaki (Kolonaki - Lykavittos),  ,12
4731,1200,218539950,90,1,Kolonaki (Kolonaki - Lykavittos)," 1/7/2020 - KOLONAKI - VALAORITOU. Centrally located, a fully renovated and furnished to a very high standard ...                        ",13.33333333
